DocumentDate,SalePrice,PropertyID,PropertyType,ym,zhvi_px,zhvi_idx,AdjSalePrice,NbrLivingUnits,SqFtLot,SqFtTotLiving,SqFtFinBasement,Bathrooms,Bedrooms,BldgGrade,YrBuilt,YrRenovated,TrafficNoise,LandVal,ImpsVal,ZipCode,NewConstruction
2011-11-24,393894,1000362,Multiplex,2011-11-01,356026,1.1867533333333333,331908,1,2753,339,0,2.7,3,5,2011,1996,2,118052,186588,98103,False
2015-06-20,402569,1000363,Multiplex,2015-06-01,435728,1.4524266666666668,277169,1,4678,500,800,1.8,3,6,1999,0,1,152880,273418,98101,False
2006-12-12,308344,1000364,Single Family,2006-12-01,339415,1.1313833333333334,272537,1,5817,2127,0,3.5,4,11,2018,0,2,316937,250995,98102,False
2005-07-20,307957,1000365,Single Family,2005-07-01,301417,1.0047233333333334,306509,1,1391,2591,400,1.0,3,4,1970,2011,1,244139,263060,98102,False
2019-10-02,506414,1000366,Condo,2019-10-01,558116,1.8603866666666666,272209,1,7642,2400,0,2.7,3,11,2011,0,2,255554,195679,98105,True
2008-08-30,346900,1000367,Condo,2008-08-01,352217,1.1740566666666667,295471,1,6752,2234,600,2.0,3,9,1997,0,0,270632,390114,98002,False
2014-06-12,451170,1000368,Single Family,2014-06-01,414097,1.3803233333333333,326858,1,2481,3029,0,2.0,3,8,2021,0,2,310048,428159,98102,False
2015-08-15,443155,1000369,Condo,2015-08-01,445094,1.4836466666666666,298693,1,8712,1668,400,2.9,4,8,1943,0,1,93714,378240,98105,False
2016-06-09,468574,1000370,Single Family,2016-06-01,444771,1.48257,316055,1,9647,2815,600,3.6,4,10,1961,0,0,126207,401642,98004,False
2007-05-11,365982,1000371,Townhouse,2007-05-01,311111,1.0370366666666666,352911,1,8181,794,0,2.8,4,7,1942,2022,0,151776,272429,98102,False
2014-07-23,441189,1000372,Multiplex,2014-07-01,516575,1.7219166666666668,256219,3,6527,1376,0,3.6,3,6,2018,2021,2,171816,249099,98103,False
2019-10-24,525527,1000373,Multiplex,2019-10-01,539875,1.7995833333333333,292027,1,9274,654,600,1.8,4,9,1986,0,0,181965,237713,98001,False
2012-08-06,366037,1000374,Condo,2012-08-01,412001,1.3733366666666667,266531,1,9540,1880,0,2.6,4,11,1977,0,0,173181,351525,98101,False
2012-04-21,414910,1000375,Single Family,2012-04-01,382315,1.2743833333333334,325577,1,8422,2062,0,2.4,3,9,1972,0,0,213158,318165,98004,False
2024-12-28,641959,1000376,Single Family,2024-12-01,663446,2.2114866666666666,290283,1,5026,2191,0,1.0,3,10,2017,0,1,202117,293822,98002,False
2009-09-08,389469,1000377,Condo,2009-09-01,372945,1.24315,313292,1,8329,2149,0,2.7,3,10,1987,0,2,156629,403611,98002,False
2019-11-25,520909,1000378,Single Family,2019-11-01,557135,1.8571166666666667,280493,1,11086,1357,0,3.0,4,8,2004,0,0,69467,332395,98002,False
2010-03-17,310507,1000379,Townhouse,2010-03-01,401658,1.33886,231918,1,5710,1947,0,2.8,4,11,1965,0,0,140427,232907,98103,False
2012-07-08,343775,1000380,Multiplex,2012-07-01,365197,1.2173233333333333,282402,1,13793,902,0,3.2,2,7,1947,0,2,167045,245527,98004,False
2018-02-24,521592,1000381,Condo,2018-02-01,477325,1.5910833333333334,327821,1,5923,3190,0,2.7,4,8,1989,0,1,185175,354559,98102,False
2014-11-21,409887,1000382,Condo,2014-11-01,406917,1.35639,302189,1,7597,1857,600,1.2,2,7,2019,0,2,132219,383338,98103,False
2022-07-12,597473,1000383,Single Family,2022-07-01,565491,1.88497,316966,1,5482,1708,800,1.3,2,5,1977,1999,0,170551,344134,98105,True
2016-04-03,465263,1000384,Condo,2016-04-01,468305,1.5610166666666667,298051,2,8169,3371,400,2.8,6,9,1949,0,0,132140,451751,98002,False
2024-06-20,627049,1000385,Townhouse,2024-06-01,620718,2.06906,303059,1,2273,1106,0,1.8,6,10,1981,0,0,192450,430800,98105,False
2013-04-30,407679,1000386,Single Family,2013-04-01,452022,1.50674,270570,1,5861,1199,600,1.2,2,5,1976,0,1,135614,335282,98101,False
2010-08-08,339034,1000387,Single Family,2010-08-01,403089,1.34363,252326,1,4223,1223,0,2.3,3,11,1965,0,0,149065,232913,98102,False
2015-08-17,443599,1000388,Single Family,2015-08-01,443944,1.4798133333333334,299766,1,7906,2045,0,2.7,3,8,1951,0,0,121478,195200,98102,False
2006-09-13,294465,1000389,Single Family,2006-09-01,351106,1.1703533333333334,251603,4,10483,2445,600,2.0,3,6,1988,0,0,190789,269009,98003,False
2020-01-04,529115,1000390,Townhouse,2020-01-01,570045,1.90015,278459,1,9438,2691,400,3.2,4,4,1953,2020,0,148013,360257,98103,False
2005-09-25,290290,1000391,Single Family,2005-09-01,290985,0.96995,299283,2,385,4157,400,2.9,6,6,1985,0,2,254407,446131,98103,False
2017-01-04,473508,1000392,Condo,2017-01-01,440125,1.4670833333333333,322754,1,13626,300,400,2.0,4,6,1974,0,0,224351,333395,98104,False
2010-10-30,392661,1000393,Townhouse,2010-10-01,360636,1.20212,326640,1,8385,2586,0,3.3,3,4,1968,0,1,195808,393497,98101,False
2009-06-12,347063,1000394,Multiplex,2009-06-01,338065,1.1268833333333332,307984,1,5170,1654,0,2.9,4,9,1951,2019,2,152150,280375,98002,False
2005-05-08,330711,1000395,Multiplex,2005-05-01,304130,1.0137666666666667,326220,1,7971,1630,400,2.9,3,5,2021,1997,0,222831,349821,98003,False
2018-03-03,545657,1000396,Condo,2018-03-01,501306,1.67102,326541,3,8028,1604,0,2.7,5,5,1983,2011,1,241442,365868,98105,True
2019-09-16,545151,1000397,Condo,2019-09-01,520763,1.7358766666666667,314049,1,5499,1372,0,1.0,5,9,2005,0,2,208561,141632,98102,False
2019-01-15,535536,1000398,Townhouse,2019-01-01,529976,1.7665866666666667,303147,1,8093,3447,400,3.1,4,4,1941,2022,2,296222,266924,98104,False
2021-06-19,571699,1000399,Multiplex,2021-06-01,537643,1.7921433333333334,319002,1,5677,2773,400,2.1,3,7,1998,0,0,227578,375976,98104,False
2005-09-08,325960,1000400,Multiplex,2005-09-01,308227,1.0274233333333334,317259,1,6286,2118,0,3.8,3,6,1956,0,0,254816,321957,98101,False
2022-10-15,587050,1000401,Multiplex,2022-10-01,575577,1.91859,305979,1,5441,3180,400,3.5,1,8,1949,2007,0,208013,204278,98001,False
2014-01-20,456530,1000402,Multiplex,2014-01-01,430993,1.4366433333333333,317775,1,3201,889,600,2.8,4,5,1957,2014,1,240539,105590,98102,False
2024-09-17,650477,1000403,Multiplex,2024-09-01,651202,2.1706733333333332,299666,1,7937,1035,400,1.8,3,9,1961,0,1,152193,270737,98103,False
2020-07-16,529487,1000404,Single Family,2020-07-01,515795,1.7193166666666666,307963,1,9255,357,0,1.6,3,8,2022,0,1,172496,294273,98105,False
2013-11-09,437446,1000405,Condo,2013-11-01,404944,1.3498133333333333,324078,2,9044,1540,0,2.0,3,10,1997,0,0,220961,229286,98002,False
2019-07-20,522247,1000406,Single Family,2019-07-01,517132,1.7237733333333334,302967,1,9959,2229,0,2.4,4,4,1992,0,0,220525,311446,98002,False
2021-10-10,558710,1000407,Multiplex,2021-10-01,551608,1.8386933333333333,303862,1,8473,2182,0,1.9,2,8,1940,0,1,230456,340510,98001,False
2016-08-22,447550,1000408,Townhouse,2016-08-01,479832,1.59944,279816,1,5901,2219,0,2.5,5,11,2000,2019,0,266023,353654,98101,False
2010-01-12,369976,1000409,Townhouse,2010-01-01,350588,1.1686266666666667,316590,1,10018,971,0,1.5,5,8,1970,0,1,114501,111526,98002,False
2008-06-04,367353,1000410,Multiplex,2008-06-01,326351,1.0878366666666666,337691,1,3427,2742,0,3.9,5,11,1970,1998,0,141532,194857,98003,False
2013-04-16,437238,1000411,Multiplex,2013-04-01,396372,1.32124,330930,1,4797,2291,600,1.3,3,6,2005,1998,0,213774,275630,98002,False
2012-02-19,405381,1000412,Townhouse,2012-02-01,416620,1.3887333333333334,291907,1,4607,2686,0,3.8,3,4,1958,0,0,156538,345773,98004,False
2015-04-28,462062,1000413,Single Family,2015-04-01,434224,1.4474133333333334,319232,4,10740,585,400,3.7,3,8,1992,2000,0,402666,339138,98003,False
2012-05-05,432930,1000414,Single Family,2012-05-01,403980,1.3466,321498,1,10328,2349,400,2.6,3,5,2015,0,0,230943,337749,98105,False
2012-09-22,390280,1000415,Multiplex,2012-09-01,434293,1.4476433333333334,269596,1,8961,1149,0,3.2,3,4,2013,0,0,195300,269326,98002,False
2005-05-01,266537,1000416,Single Family,2005-05-01,298503,0.99501,267873,1,10715,1782,600,2.3,4,5,1961,0,0,169071,273789,98103,False
2010-01-01,404029,1000417,Townhouse,2010-01-01,387237,1.29079,313009,1,4862,2527,0,2.9,3,9,1962,0,0,171190,241733,98003,False
2005-07-02,284106,1000418,Single Family,2005-07-01,333427,1.1114233333333334,255623,1,8545,2172,0,2.0,5,9,1954,2003,0,201808,361455,98104,False
2008-12-25,316749,1000419,Multiplex,2008-12-01,358003,1.1933433333333334,265429,2,7124,1418,400,1.9,1,10,1965,2020,1,206718,226360,98004,False
2024-03-23,578168,1000420,Townhouse,2024-03-01,631718,2.1057266666666665,274569,2,10040,2105,0,2.7,4,7,1942,0,0,172598,368002,98004,False
2019-02-13,536641,1000421,Single Family,2019-02-01,532345,1.7744833333333334,302420,2,7154,874,400,2.5,4,9,1959,1996,1,183610,316628,98105,False
2006-07-11,263356,1000422,Condo,2006-07-01,286252,0.9541733333333333,276004,4,6345,3020,0,2.7,4,8,1979,0,1,280657,296396,98003,False
2022-10-25,561862,1000423,Townhouse,2022-10-01,568769,1.8958966666666666,296356,1,9122,1935,600,1.9,5,4,1978,1998,1,283070,247463,98103,False
2023-12-02,625392,1000424,Townhouse,2023-12-01,595651,1.9855033333333334,314979,1,10128,2994,0,2.1,4,9,2011,0,2,215122,191556,98001,False
2015-07-02,465730,1000425,Condo,2015-07-01,488885,1.6296166666666667,285791,1,5494,1678,400,1.3,5,5,1957,0,0,119524,248187,98103,False
2022-08-11,564819,1000426,Condo,2022-08-01,568118,1.8937266666666666,298257,1,7316,1681,0,1.2,3,8,1980,0,1,232310,273599,98002,False
2016-03-20,457811,1000427,Townhouse,2016-03-01,445286,1.4842866666666668,308438,1,4324,1488,400,1.8,3,9,2009,0,2,293256,110478,98102,False
2019-07-31,493325,1000428,Condo,2019-07-01,498624,1.66208,296811,1,5,2800,400,1.2,1,11,1966,0,2,282186,284211,98105,False
2022-01-06,567918,1000429,Multiplex,2022-01-01,595566,1.98522,286073,1,8101,1532,0,1.3,1,11,1954,2014,0,244065,373948,98102,False
2008-05-03,345445,1000430,Multiplex,2008-05-01,340311,1.13437,304525,1,9326,2615,400,3.4,3,6,1976,0,0,285345,345377,98003,True
2022-06-30,569320,1000431,Multiplex,2022-06-01,606105,2.02035,281792,1,8286,1794,0,1.1,2,5,1997,2015,0,203203,260303,98001,False
2005-10-07,292673,1000432,Townhouse,2005-10-01,313425,1.04475,280136,1,1651,519,600,3.0,3,10,1944,1990,1,237686,303754,98004,False
2021-08-13,517953,1000433,Condo,2021-08-01,534286,1.7809533333333334,290829,1,6447,1643,0,1.8,3,10,2012,0,1,159153,255506,98004,False
2008-10-02,371447,1000434,Condo,2008-10-01,321313,1.0710433333333333,346808,1,844,1156,600,3.6,1,10,1946,0,0,217535,311900,98104,True
2012-04-03,410081,1000435,Single Family,2012-04-01,422086,1.4069533333333333,291467,1,11609,2127,600,2.5,5,5,1980,1994,1,279772,423208,98103,False
2012-08-14,418566,1000436,Single Family,2012-08-01,390713,1.3023766666666667,321386,1,4241,1147,0,1.9,1,10,1949,0,1,164634,377479,98103,False
2013-07-27,449283,1000437,Condo,2013-07-01,434322,1.44774,310334,1,11266,2840,0,2.6,4,7,2001,0,0,148313,341663,98103,False
2006-06-25,287243,1000438,Condo,2006-06-01,309006,1.03002,278871,1,10337,2027,0,2.1,3,6,1965,0,2,205849,260569,98002,False
2023-03-01,596993,1000439,Condo,2023-03-01,588391,1.9613033333333334,304385,1,4798,1957,600,2.7,5,7,2007,0,1,186400,359995,98105,False
2018-12-12,442677,1000440,Townhouse,2018-12-01,493456,1.6448533333333333,269128,1,4101,2624,0,1.3,5,11,1963,2021,0,238948,165049,98102,False
2015-04-04,538285,1000441,Condo,2015-04-01,424712,1.4157066666666667,380223,1,8551,2871,0,4.0,4,9,2017,0,1,172804,279811,98002,False
2012-12-15,390291,1000442,Single Family,2012-12-01,383468,1.2782266666666666,305337,1,4967,2083,600,2.3,4,6,1980,0,0,303106,346696,98001,False
2018-01-19,530683,1000443,Townhouse,2018-01-01,503540,1.6784666666666668,316171,1,7807,1483,0,2.0,1,5,2004,0,1,122619,359233,98001,False
2023-01-13,570600,1000444,Condo,2023-01-01,617977,2.0599233333333333,277000,1,6051,680,400,3.1,6,7,1956,1997,2,275224,353590,98001,False
2016-08-09,491727,1000445,Single Family,2016-08-01,430032,1.43344,343039,1,2156,1551,0,2.1,5,8,1963,1997,2,154109,323586,98004,False
2019-10-02,575230,1000446,Townhouse,2019-10-01,519155,1.7305166666666667,332403,1,808,1606,0,3.5,5,6,1966,0,0,92241,284342,98004,False
2007-07-01,322671,1000447,Condo,2007-07-01,312747,1.04249,309519,1,8180,2185,400,2.4,4,5,1946,0,0,214272,343038,98105,False
2013-07-21,380244,1000448,Condo,2013-07-01,397602,1.32534,286902,1,5815,1823,0,3.2,3,4,2012,0,0,184723,223771,98001,False
2022-03-10,580206,1000449,Condo,2022-03-01,587023,1.9567433333333333,296516,1,5840,2650,0,1.3,5,6,1951,0,1,133423,232425,98003,False
2012-05-29,327976,1000450,Townhouse,2012-05-01,383770,1.2792333333333332,256384,1,9587,1609,600,3.5,3,6,1942,0,0,99117,304938,98003,False
2020-04-13,539146,1000451,Single Family,2020-04-01,567925,1.8930833333333332,284797,1,11020,2054,0,3.2,4,9,2018,2021,1,199498,313855,98104,False
2023-06-13,632373,1000452,Single Family,2023-06-01,631506,2.10502,300411,1,6682,3047,800,1.6,2,8,1949,0,0,258550,153950,98002,False
2018-12-11,498449,1000453,Multiplex,2018-12-01,523158,1.74386,285830,1,6478,2373,800,1.4,5,9,1972,0,0,235097,336411,98102,False
2012-01-26,386255,1000454,Condo,2012-01-01,384881,1.2829366666666666,301070,1,9000,2051,0,1.9,2,10,1985,2011,0,203402,361818,98004,False
2013-10-06,426397,1000455,Multiplex,2013-10-01,391320,1.3044,326891,1,3429,1618,0,3.9,3,6,1998,0,2,228730,293817,98102,True
2019-02-01,537623,1000456,Multiplex,2019-02-01,521143,1.7371433333333333,309486,1,8169,1593,400,1.8,4,11,1991,0,1,198367,489957,98101,False
2020-08-06,490485,1000457,Single Family,2020-08-01,537276,1.79092,273873,1,9155,1419,0,2.4,4,6,1945,0,0,114216,245365,98105,False
2007-08-24,327144,1000458,Townhouse,2007-08-01,312303,1.04101,314256,1,9540,1667,0,1.1,4,10,1941,0,0,114746,271113,98105,False
2022-05-13,657449,1000459,Townhouse,2022-05-01,560855,1.8695166666666667,351667,1,1689,2704,400,2.2,3,8,1968,2016,1,187809,268394,98001,False
2019-05-12,479452,1000460,Single Family,2019-05-01,518672,1.7289066666666666,277315,2,5215,1922,0,2.7,1,8,1979,0,0,190360,293904,98003,False
2020-06-20,537720,1000461,Townhouse,2020-06-01,532201,1.7740033333333334,303111,1,4865,1020,600,3.9,4,11,2000,0,1,251058,273702,98001,False
2015-06-07,502325,1000462,Multiplex,2015-06-01,457840,1.5261333333333333,329148,1,7799,3514,0,2.6,6,11,2007,0,2,245438,187455,98102,False
2006-02-22,345125,1000463,Condo,2006-02-01,325302,1.08434,318281,1,8942,2355,0,3.5,4,7,2007,2013,1,236307,256276,98003,False
2017-12-20,464907,1000464,Single Family,2017-12-01,502325,1.6744166666666667,277653,1,11990,974,0,2.6,3,5,1968,0,1,183183,292190,98001,False
2014-02-19,433177,1000465,Condo,2014-02-01,401807,1.3393566666666668,323421,1,6015,1746,800,1.1,5,5,2001,0,1,117160,398285,98102,False
2023-11-18,607681,1000466,Townhouse,2023-11-01,615766,2.0525533333333335,296061,1,6007,2188,400,1.9,3,7,1999,2018,2,224724,476179,98101,True
2005-10-15,277557,1000467,Condo,2005-10-01,285450,0.9515,291704,1,10949,3463,600,2.7,3,5,1980,0,2,231510,406837,98104,False
2007-06-08,322252,1000468,Townhouse,2007-06-01,300071,1.0002366666666667,322175,2,8389,1213,0,3.9,3,6,2021,1992,1,56688,237969,98002,False
2009-01-21,342558,1000469,Townhouse,2009-01-01,342385,1.1412833333333334,300151,1,11302,2880,0,3.6,3,7,2004,0,0,149939,244335,98104,True
2011-04-20,382978,1000470,Multiplex,2011-04-01,400969,1.3365633333333333,286539,1,8366,3219,0,1.7,4,7,2003,0,0,158536,287253,98101,False
2012-10-26,372328,1000471,Townhouse,2012-10-01,387333,1.29111,288378,2,4028,1597,0,1.7,3,5,2018,0,0,207101,442764,98104,False
2017-01-19,442011,1000472,Multiplex,2017-01-01,511618,1.7053933333333333,259184,1,3500,1877,0,1.6,3,4,2002,0,1,151798,286766,98004,True
2005-03-06,298761,1000473,Multiplex,2005-03-01,310977,1.03659,288215,2,2845,1270,400,3.8,3,11,1987,0,1,197711,193799,98004,False
2021-07-25,613347,1000474,Multiplex,2021-07-01,554012,1.8467066666666667,332130,1,9486,1937,0,3.6,1,5,1959,0,0,187367,259905,98004,False
2022-09-02,586836,1000475,Single Family,2022-09-01,607571,2.025236666666667,289761,1,11065,2070,600,3.3,4,9,1976,0,0,190451,360564,98102,False
2019-02-20,509555,1000476,Single Family,2019-02-01,528410,1.7613666666666667,289295,1,13048,2627,0,2.2,3,4,2003,0,0,157016,355195,98004,False
2014-03-20,449616,1000477,Townhouse,2014-03-01,408342,1.36114,330323,1,10029,2972,800,2.5,2,7,1944,0,2,161660,283982,98105,False
2009-02-20,346207,1000478,Multiplex,2009-02-01,388133,1.2937766666666666,267594,2,10988,1501,0,2.4,4,4,1973,2019,1,135183,354673,98105,False
2013-02-14,466611,1000479,Single Family,2013-02-01,415760,1.3858666666666666,336692,1,5759,526,0,1.8,4,6,1978,0,1,222804,118146,98003,False
2006-05-12,311882,1000480,Multiplex,2006-05-01,312375,1.04125,299526,1,4030,2083,0,2.5,4,8,2006,2019,0,234266,308306,98103,False
2024-06-04,653069,1000481,Condo,2024-06-01,614944,2.0498133333333333,318599,1,10050,2334,0,1.1,3,4,2020,0,1,153762,368854,98101,False
2017-05-28,457671,1000482,Condo,2017-05-01,503900,1.6796666666666666,272477,1,8753,2299,0,1.4,5,9,2001,0,0,291238,233370,98105,False
2022-03-22,599462,1000483,Condo,2022-03-01,594715,1.9823833333333334,302394,1,7822,1838,0,3.7,5,8,1963,0,1,181123,233092,98002,False
2005-12-24,308252,1000484,Townhouse,2005-12-01,312584,1.0419466666666666,295842,1,8662,2199,0,3.3,4,6,1942,1999,0,291811,150684,98003,True
2022-09-25,582674,1000485,Multiplex,2022-09-01,574219,1.9140633333333332,304417,1,8469,3312,400,2.3,4,9,2010,1999,0,161472,427191,98101,False
2018-08-16,484469,1000486,Condo,2018-08-01,516204,1.72068,281556,1,11351,2405,400,2.6,3,10,2006,0,0,78405,242387,98101,False
2016-11-07,442695,1000487,Single Family,2016-11-01,480072,1.60024,276642,1,11384,1801,600,2.1,6,8,2018,2013,0,224131,319283,98103,False
2021-12-21,570364,1000488,Condo,2021-12-01,548518,1.8283933333333333,311948,1,9132,1699,0,3.2,3,10,1989,0,2,214912,348313,98104,False
2013-01-08,429438,1000489,Condo,2013-01-01,382230,1.2741,337052,1,10037,1964,400,3.4,3,6,1968,0,0,202063,420965,98104,False
2016-03-11,458021,1000490,Condo,2016-03-01,473463,1.57821,290215,1,9042,3409,0,3.3,3,8,2013,2021,0,161466,287688,98001,False
2009-01-22,359575,1000491,Townhouse,2009-01-01,319490,1.0649666666666666,337639,1,6116,1953,0,3.2,2,8,1971,2010,1,197925,256845,98001,False
2008-10-10,336321,1000492,Single Family,2008-10-01,340499,1.1349966666666667,296318,1,9769,2084,0,1.6,6,5,1978,2018,2,169324,313845,98003,False
2012-04-12,397735,1000493,Multiplex,2012-04-01,385834,1.2861133333333334,309253,1,3316,1714,0,2.0,4,9,1948,0,0,181859,402726,98001,False
2024-02-05,626041,1000494,Single Family,2024-02-01,656428,2.1880933333333332,286112,1,10661,2979,0,2.4,4,11,1953,0,1,250497,286386,98001,False
2022-02-15,584909,1000495,Multiplex,2022-02-01,576513,1.92171,304369,1,3916,3667,0,2.0,4,9,2007,0,2,211053,223610,98104,False
2007-06-02,405421,1000496,Townhouse,2007-06-01,346625,1.1554166666666668,350887,1,8357,2460,0,3.3,3,4,2003,0,0,236597,176739,98001,False
2020-01-20,549632,1000497,Townhouse,2020-01-01,529998,1.76666,311113,1,4964,2166,400,2.0,1,10,1959,2000,0,186087,202296,98105,False
2022-09-08,603729,1000498,Townhouse,2022-09-01,604369,2.0145633333333333,299682,1,9160,2129,400,1.4,4,10,1967,0,0,179478,369151,98002,False
2014-03-02,440134,1000499,Townhouse,2014-03-01,468200,1.5606666666666666,282016,1,7398,192,800,2.2,4,9,1953,0,2,130791,274350,98105,False
2009-04-09,343073,1000500,Multiplex,2009-04-01,329596,1.0986533333333333,312266,1,2715,2696,400,3.9,3,9,1983,0,0,177797,251398,98103,False
2006-06-24,350819,1000501,Condo,2006-06-01,317840,1.0594666666666666,331127,2,8762,2207,0,1.7,4,8,2016,0,0,733,242722,98105,True
2012-03-17,386044,1000502,Multiplex,2012-03-01,449755,1.4991833333333333,257502,1,5766,2442,600,2.8,3,10,1978,0,1,164586,306803,98003,False
2015-11-10,475724,1000503,Single Family,2015-11-01,445405,1.4846833333333334,320421,1,10143,1530,600,2.3,3,7,1967,0,1,195087,280843,98001,False
2014-02-10,416967,1000504,Townhouse,2014-02-01,428229,1.42743,292110,2,7503,1792,0,1.2,3,11,2003,2002,0,233820,278149,98001,False
2022-06-29,555570,1000505,Townhouse,2022-06-01,600140,2.0004666666666666,277720,1,8686,1771,0,2.5,3,5,1971,0,1,183879,407945,98102,False
2015-01-06,455035,1000506,Single Family,2015-01-01,444894,1.48298,306838,1,4627,2917,800,3.1,4,11,1948,1999,0,220860,423041,98103,False
2007-07-26,291339,1000507,Multiplex,2007-07-01,290335,0.9677833333333333,301037,1,5732,1796,0,2.5,4,4,1967,0,0,69212,171198,98105,False
2008-09-24,353528,1000508,Condo,2008-09-01,360104,1.2003466666666667,294521,1,6124,3766,600,3.6,3,11,1956,0,1,196589,326207,98102,False
2011-11-03,343770,1000509,Condo,2011-11-01,339536,1.1317866666666667,303740,2,10070,2444,0,1.9,4,5,2016,0,2,99229,237851,98101,False
2010-12-10,355425,1000510,Single Family,2010-12-01,356660,1.1888666666666667,298961,4,12532,1079,0,1.3,4,4,1994,2007,0,127501,280139,98002,False
2016-12-11,418884,1000511,Condo,2016-12-01,485984,1.6199466666666666,258578,1,5084,1997,0,3.8,3,6,1949,0,2,188770,324742,98002,False
2007-03-16,409205,1000512,Multiplex,2007-03-01,317349,1.05783,386834,1,10730,1578,0,2.1,3,8,2019,0,1,276575,282982,98104,False
2022-08-10,534751,1000513,Multiplex,2022-08-01,570496,1.9016533333333334,281203,2,990,344,600,2.7,6,9,1945,0,0,222272,318436,98001,False
2011-08-30,379890,1000514,Single Family,2011-08-01,397180,1.3239333333333334,286940,1,3917,3379,800,3.4,4,9,1987,0,1,201093,353837,98104,False
2021-09-28,596193,1000515,Multiplex,2021-09-01,544872,1.81624,328256,1,4623,2662,0,2.0,6,7,2014,2002,0,198828,323566,98103,False
2016-01-04,492927,1000516,Townhouse,2016-01-01,437391,1.45797,338091,2,3442,2526,0,3.1,3,11,2006,1998,2,157182,248253,98103,False
2007-05-29,350020,1000517,Single Family,2007-05-01,329970,1.0999,318228,1,2749,2232,600,1.4,4,10,1980,0,2,167360,249664,98101,False
2020-09-03,530766,1000518,Multiplex,2020-09-01,536624,1.7887466666666667,296725,1,8738,994,400,1.9,3,10,2018,0,0,225642,184823,98003,False
2021-09-07,602427,1000519,Single Family,2021-09-01,537020,1.7900666666666667,336538,1,6857,1713,0,1.4,3,5,1999,1998,0,116878,231686,98103,False
2005-02-15,327401,1000520,Condo,2005-02-01,312739,1.0424633333333333,314064,2,8638,2773,0,3.4,3,5,2016,0,0,235583,456965,98103,False
2006-06-25,318368,1000521,Multiplex,2006-06-01,321289,1.0709633333333333,297272,1,9571,1259,400,1.7,3,5,1981,0,0,176689,236639,98103,True
2017-08-04,487527,1000522,Townhouse,2017-08-01,473114,1.5770466666666667,309139,1,8296,74,400,3.2,3,10,2020,0,0,249533,204529,98002,False
2014-06-05,417875,1000523,Multiplex,2014-06-01,421166,1.4038866666666667,297655,1,9473,1918,0,3.8,3,9,2010,0,0,257665,325594,98003,False
2022-01-31,557080,1000524,Single Family,2022-01-01,593778,1.97926,281458,1,7291,1986,0,2.6,1,10,1967,0,1,99614,291170,98003,False
2017-07-05,517424,1000525,Single Family,2017-07-01,504116,1.6803866666666667,307919,1,3939,2208,800,2.6,4,5,1952,2004,0,165105,284352,98004,True
2014-11-25,466359,1000526,Multiplex,2014-11-01,421337,1.4044566666666667,332056,1,10673,2682,400,2.4,3,8,2020,0,2,148668,412723,98105,False
2010-10-16,338472,1000527,Townhouse,2010-10-01,378089,1.2602966666666666,268565,1,5732,2610,0,2.0,2,4,1954,0,2,91236,343930,98001,False
2012-11-13,390165,1000528,Townhouse,2012-11-01,406083,1.35361,288240,1,4693,2307,0,2.4,3,9,1975,2005,0,138048,257600,98103,False
2014-04-08,422690,1000529,Townhouse,2014-04-01,444579,1.48193,285229,3,6966,3056,400,2.8,2,8,1954,0,2,346475,266041,98103,False
2014-08-02,426013,1000530,Single Family,2014-08-01,427779,1.42593,298761,1,4761,884,0,4.0,4,6,2014,0,0,236570,259793,98004,True
2018-11-20,501450,1000531,Multiplex,2018-11-01,481275,1.60425,312575,2,6247,2503,0,3.8,2,11,1995,0,0,315037,369979,98001,False
2007-12-27,352885,1000532,Condo,2007-12-01,315230,1.0507666666666666,335835,1,8532,2601,0,3.6,4,8,1943,0,1,249745,275348,98003,False
2019-07-22,497086,1000533,Single Family,2019-07-01,526360,1.7545333333333333,283315,1,8545,1108,0,3.7,1,11,1991,2013,0,155489,156547,98101,False
2010-08-20,339605,1000534,Townhouse,2010-08-01,401365,1.3378833333333333,253837,1,4806,897,400,2.4,3,8,1949,1995,1,177093,296134,98002,False
2010-03-05,402094,1000535,Multiplex,2010-03-01,355315,1.1843833333333333,339496,1,6036,1503,0,3.0,5,6,1984,0,2,235306,177037,98103,False
2020-07-01,526403,1000536,Townhouse,2020-07-01,556378,1.8545933333333333,283837,3,10722,1570,400,3.7,4,8,1968,1991,2,226250,474738,98103,False
2017-01-29,442418,1000537,Condo,2017-01-01,473748,1.57916,280160,1,8989,2702,0,2.2,2,4,1992,0,1,165359,222746,98101,False
2012-03-05,380225,1000538,Townhouse,2012-03-01,396988,1.3232933333333334,287332,1,13725,1608,0,3.9,4,9,1968,2012,1,109400,287050,98102,False
2009-01-12,341055,1000539,Townhouse,2009-01-01,381265,1.2708833333333334,268360,1,11040,1414,0,2.2,3,11,1962,0,0,397265,320656,98001,False
2007-02-01,371128,1000540,Condo,2007-02-01,339765,1.13255,327692,1,10932,1610,600,2.8,4,7,1996,0,0,191531,276907,98004,False
2021-12-06,589639,1000541,Multiplex,2021-12-01,537068,1.7902266666666666,329365,1,3336,2994,600,3.1,4,10,1989,0,1,180455,276797,98004,False
2013-06-08,444996,1000542,Single Family,2013-06-01,399121,1.3304033333333334,334482,1,9791,2110,0,3.9,4,6,1960,0,0,206800,333746,98104,False
